shipping_id,order_id,delivery_status,shipping_date,return_date
1224,1549,Delivered,12/4/2024,3/25/2024
1225,734,Returned,5/12/2024,1/1/2025
1226,909,In Transit,7/12/2024,11/23/2024
1227,1262,Delivered,1/9/2025,3/12/2024
1228,560,Returned,2/17/2024,11/8/2024
1229,272,Delayed,11/30/2024,5/10/2024
1230,1407,Returned,2/14/2024,3/10/2024
1231,1055,In Transit,9/15/2024,9/9/2024
1232,1142,Returned,6/16/2024,
1233,1883,In Transit,2/3/2025,3/21/2024
1234,491,Delivered,2/6/2025,10/22/2024
1235,645,Delivered,2/24/2024,9/4/2024
1236,1420,Delayed,9/15/2024,1/25/2025
1237,180,Returned,9/18/2024,
1238,1148,In Transit,6/18/2024,8/23/2024
1239,78,Returned,10/31/2024,1/22/2025
1240,1611,In Transit,8/30/2024,1/7/2025
1241,402,Delivered,9/18/2024,5/15/2024
1242,619,In Transit,5/30/2024,12/8/2024
1243,41,Returned,5/15/2024,7/31/2024
1244,1735,Delayed,4/4/2024,9/4/2024
1245,1646,Returned,3/18/2024,1/31/2025
1246,1590,In Transit,4/10/2024,10/17/2024
1247,190,In Transit,2/20/2024,3/3/2024
1248,487,In Transit,4/16/2024,11/18/2024
1249,23,Returned,3/4/2024,7/10/2024
1250,1623,Delivered,4/21/2024,
1251,891,Returned,4/6/2024,5/30/2024
1252,1060,Returned,1/16/2025,9/9/2024
1253,588,In Transit,10/27/2024,6/30/2024
1254,1707,In Transit,9/25/2024,6/6/2024
1255,1207,Returned,8/7/2024,12/4/2024
1256,1458,In Transit,1/28/2025,4/11/2024
1257,1596,In Transit,1/4/2025,11/15/2024
1258,1737,Returned,3/22/2024,7/29/2024
1259,422,In Transit,4/3/2024,7/28/2024
1260,1755,Returned,3/27/2024,7/14/2024
1261,724,Returned,10/6/2024,12/30/2024
1262,1399,Returned,4/29/2024,4/6/2024
1263,627,Delayed,6/22/2024,
1264,810,Delivered,2/7/2025,2/3/2025
1265,927,Returned,4/6/2024,9/30/2024
1266,757,Delayed,4/1/2024,6/27/2024
1267,1020,Delivered,7/18/2024,2/4/2025
1268,278,Returned,2/20/2024,7/26/2024
1269,314,Delayed,5/31/2024,6/10/2024
1270,1651,Returned,4/21/2024,2/21/2024
1271,1726,Returned,5/22/2024,9/28/2024
1272,1725,Returned,1/28/2025,11/24/2024
1273,1826,In Transit,7/22/2024,6/16/2024
1274,315,In Transit,4/7/2024,4/14/2024
1275,1040,Delayed,4/11/2024,1/19/2025
1276,345,Returned,5/20/2024,6/21/2024
1277,582,Returned,4/7/2024,11/9/2024
1278,484,In Transit,8/17/2024,7/12/2024
1279,1557,Returned,10/22/2024,
1280,1255,Delivered,11/9/2024,12/22/2024
1281,1961,Delayed,7/21/2024,5/30/2024
1282,1823,Returned,2/10/2025,2/20/2024
1283,1271,In Transit,2/8/2025,1/31/2025
1284,593,In Transit,2/24/2024,9/13/2024
1285,4,In Transit,2/8/2025,10/7/2024
1286,20,In Transit,9/28/2024,9/26/2024
1287,1794,Delayed,12/20/2024,5/19/2024
1288,1113,Delivered,11/7/2024,2/18/2024
1289,1440,Delivered,6/24/2024,11/9/2024
1290,353,Delayed,12/2/2024,6/9/2024
1291,1749,Delivered,8/6/2024,12/30/2024
1292,1038,Returned,12/11/2024,1/4/2025
1293,1485,Returned,12/27/2024,9/30/2024
1294,1280,Delivered,2/18/2024,6/27/2024
1295,1632,In Transit,9/16/2024,7/31/2024
1296,1076,In Transit,11/16/2024,12/14/2024
1297,182,Delivered,5/4/2024,
1298,989,Delivered,1/20/2025,4/21/2024
1299,350,In Transit,8/24/2024,7/13/2024
1300,443,Delayed,5/5/2024,3/12/2024
1301,1896,Delayed,4/26/2024,3/30/2024
1302,1157,In Transit,2/23/2024,3/15/2024
1303,1446,Returned,4/12/2024,
1304,1979,Delivered,6/12/2024,3/12/2024
1305,401,Returned,7/20/2024,6/27/2024
1306,1932,In Transit,6/1/2024,3/25/2024
1307,721,Delayed,3/2/2024,10/6/2024
1308,814,In Transit,4/12/2024,1/10/2025
1309,1205,Delivered,6/9/2024,1/11/2025
1310,365,Delivered,10/30/2024,4/10/2024
1311,1584,Delayed,12/22/2024,3/3/2024
1312,1393,In Transit,3/26/2024,12/6/2024
1313,1235,In Transit,7/26/2024,3/12/2024
1314,283,Delivered,8/15/2024,2/19/2024
1315,502,Returned,3/23/2024,10/27/2024
1316,1766,Returned,6/8/2024,8/24/2024
1317,1705,In Transit,9/9/2024,2/11/2025
1318,1537,Delayed,6/6/2024,3/4/2024
1319,687,Returned,6/19/2024,4/14/2024
1320,1366,Delayed,12/4/2024,
1321,995,Delivered,10/10/2024,6/2/2024
1322,1931,Delayed,1/23/2025,6/17/2024
1323,128,Returned,8/2/2024,3/11/2024
1324,1002,Delivered,12/14/2024,8/27/2024
1325,1,Returned,2/8/2025,3/9/2024
1326,405,In Transit,5/1/2024,2/9/2025
1327,239,Delayed,5/31/2024,11/11/2024
1328,1952,Delivered,5/25/2024,1/17/2025
1329,746,Delayed,12/2/2024,12/2/2024
1330,1835,Returned,12/20/2024,4/21/2024
1331,1211,Delivered,3/21/2024,10/8/2024
1332,1706,In Transit,12/26/2024,3/29/2024
1333,1831,Delivered,9/2/2024,3/21/2024
1334,1802,In Transit,9/19/2024,
1335,246,Delivered,4/20/2024,4/6/2024
1336,256,In Transit,7/8/2024,3/20/2024
1337,42,In Transit,3/15/2024,10/16/2024
1338,143,Returned,1/7/2025,9/26/2024
1339,294,Delayed,7/3/2024,11/18/2024
1340,725,Returned,11/15/2024,10/18/2024
1341,104,In Transit,11/4/2024,1/18/2025
1342,1845,Delayed,11/23/2024,11/30/2024
1343,1645,In Transit,10/8/2024,4/19/2024
1344,918,In Transit,6/20/2024,10/22/2024
1345,910,Delayed,7/6/2024,5/19/2024
1346,1060,Returned,1/17/2025,3/9/2024
1347,1356,Returned,9/6/2024,1/6/2025
1348,78,Delayed,7/17/2024,
1349,1638,Delivered,4/11/2024,4/5/2024
1350,337,Delayed,5/9/2024,5/23/2024
1351,701,Delayed,4/26/2024,6/4/2024
1352,95,Delivered,2/19/2024,1/7/2025
1353,1018,Delivered,4/8/2024,3/23/2024
1354,939,In Transit,6/26/2024,8/14/2024
1355,233,Delivered,4/9/2024,3/5/2024
1356,1399,Delayed,4/11/2024,12/25/2024
1357,252,Returned,5/28/2024,2/27/2024
1358,1441,Delayed,10/29/2024,10/8/2024
1359,1033,Returned,9/9/2024,1/21/2025
1360,1463,Delayed,12/20/2024,5/18/2024
1361,237,Delayed,6/24/2024,5/16/2024
1362,1609,Delivered,1/15/2025,
1363,382,Delivered,2/13/2024,1/27/2025
1364,431,Returned,10/8/2024,10/10/2024
1365,11,Returned,11/14/2024,7/1/2024
1366,1897,In Transit,3/25/2024,6/12/2024
1367,1611,Delayed,2/19/2024,
1368,1999,Delayed,10/24/2024,12/29/2024
1369,1689,Returned,7/23/2024,8/16/2024
1370,1654,Delivered,9/25/2024,7/24/2024
1371,285,Returned,6/8/2024,
1372,1049,Delivered,10/18/2024,
1373,350,In Transit,9/21/2024,5/1/2024
1374,304,Returned,7/26/2024,1/17/2025
1375,1021,Delayed,11/10/2024,6/17/2024
1376,915,Returned,10/15/2024,11/29/2024
1377,533,In Transit,2/17/2024,5/15/2024
1378,31,Returned,9/8/2024,8/19/2024
1379,866,In Transit,4/26/2024,9/17/2024
1380,681,Returned,11/14/2024,10/9/2024
1381,1037,Returned,4/11/2024,7/3/2024
1382,1080,Delayed,3/13/2024,12/17/2024
1383,863,Delayed,10/30/2024,7/29/2024
1384,253,Delayed,12/31/2024,11/12/2024
1385,1202,Delayed,8/11/2024,9/26/2024
1386,684,Returned,4/18/2024,12/30/2024
1387,942,Delayed,5/31/2024,8/27/2024
1388,1164,Delayed,5/17/2024,10/15/2024
1389,1341,Returned,3/14/2024,2/28/2024
1390,142,Returned,5/1/2024,8/14/2024
1391,133,Returned,1/5/2025,11/1/2024
1392,1059,Returned,4/11/2024,5/8/2024
1393,1346,In Transit,12/3/2024,12/27/2024
1394,1990,Returned,1/24/2025,6/23/2024
1395,566,Returned,10/10/2024,12/15/2024
1396,323,In Transit,8/18/2024,6/19/2024
1397,931,Delivered,1/2/2025,10/9/2024
1398,1680,Delayed,11/7/2024,5/13/2024
1399,1009,In Transit,4/9/2024,8/17/2024
1400,1436,Delayed,11/11/2024,1/10/2025
1401,789,Delayed,12/6/2024,6/30/2024
1402,1560,Delayed,5/4/2024,6/9/2024
1403,161,Delayed,6/4/2024,11/1/2024
1404,751,Delayed,9/5/2024,2/19/2024
1405,166,Returned,1/31/2025,2/12/2024
1406,1397,In Transit,4/30/2024,8/25/2024
1407,1270,Returned,11/23/2024,6/24/2024
1408,1333,In Transit,11/1/2024,12/5/2024
1409,421,Delivered,11/23/2024,1/20/2025
1410,1593,Returned,10/3/2024,5/28/2024
1411,1560,Delivered,2/1/2025,5/5/2024
1412,19,In Transit,9/11/2024,3/22/2024
1413,392,Delivered,6/19/2024,5/31/2024
1414,1812,Returned,1/17/2025,2/6/2025
1415,1414,In Transit,1/17/2025,
1416,12,In Transit,2/15/2024,5/17/2024
1417,1650,Returned,1/15/2025,
1418,1719,In Transit,5/1/2024,1/10/2025
1419,1781,Returned,4/22/2024,11/21/2024
1420,261,Delayed,1/24/2025,
1421,373,Delayed,8/21/2024,7/16/2024
1422,1527,Returned,1/1/2025,10/30/2024
1423,565,Returned,9/24/2024,6/8/2024
1424,1601,Delayed,11/10/2024,6/11/2024
1425,392,In Transit,11/30/2024,5/18/2024
1426,595,Delayed,1/12/2025,12/26/2024
1427,1003,Delayed,10/10/2024,4/8/2024
1428,466,Delayed,11/6/2024,7/15/2024
1429,462,Delivered,5/30/2024,3/12/2024
1430,1157,Delayed,6/29/2024,3/12/2024
1431,747,Delivered,12/17/2024,5/14/2024
1432,1070,Delivered,7/13/2024,7/26/2024
1433,1498,In Transit,3/13/2024,1/6/2025
1434,891,Delivered,12/2/2024,8/13/2024
1435,1289,Delivered,1/24/2025,6/16/2024
1436,964,Returned,8/22/2024,1/20/2025
1437,1917,Returned,10/28/2024,5/31/2024
1438,1467,In Transit,7/22/2024,10/4/2024
1439,1002,Delivered,11/30/2024,1/24/2025
1440,97,In Transit,1/27/2025,9/19/2024
1441,1110,Returned,9/12/2024,
1442,862,Delayed,8/21/2024,5/25/2024
1443,1746,In Transit,3/3/2024,1/1/2025
1444,1675,Delivered,1/1/2025,1/3/2025
1445,84,Returned,7/27/2024,4/28/2024
1446,605,Delayed,2/19/2024,3/29/2024
1447,806,Delayed,2/24/2024,
1448,1567,Returned,4/30/2024,10/9/2024
1449,1501,In Transit,7/20/2024,1/4/2025
1450,1098,Delayed,7/11/2024,2/7/2025
1451,1638,Delayed,6/18/2024,4/12/2024
1452,591,Delayed,6/6/2024,10/4/2024
1453,228,Delivered,2/27/2024,7/15/2024
1454,1653,Delivered,9/30/2024,12/11/2024
1455,654,Delivered,6/17/2024,8/3/2024
1456,1345,Delivered,8/28/2024,1/6/2025
1457,331,In Transit,4/3/2024,
1458,189,Delayed,11/21/2024,10/14/2024
1459,847,In Transit,7/18/2024,4/2/2024
1460,1235,Delayed,11/7/2024,8/9/2024
1461,1736,In Transit,12/21/2024,7/1/2024
1462,282,In Transit,7/1/2024,11/26/2024
1463,1959,Delivered,6/19/2024,6/18/2024
1464,129,In Transit,5/19/2024,3/28/2024
1465,293,In Transit,12/4/2024,7/23/2024
1466,522,Delivered,5/4/2024,1/29/2025
1467,1443,In Transit,12/19/2024,8/18/2024
1468,1232,Delayed,5/5/2024,12/7/2024
1469,294,Delivered,11/10/2024,4/20/2024
1470,707,Delayed,3/28/2024,7/17/2024
1471,464,Delayed,10/8/2024,8/28/2024
1472,812,In Transit,8/20/2024,5/3/2024
1473,887,Returned,3/9/2024,5/11/2024
1474,313,Delivered,4/5/2024,12/19/2024
1475,1951,Returned,4/14/2024,12/16/2024
1476,406,Delayed,3/22/2024,
1477,1702,Delayed,12/29/2024,8/25/2024
1478,1678,Delivered,1/24/2025,12/4/2024
1479,175,In Transit,10/4/2024,7/18/2024
1480,267,Delivered,6/19/2024,2/16/2024
1481,1055,Returned,4/17/2024,10/31/2024
1482,1141,In Transit,4/4/2024,8/19/2024
1483,1877,Returned,6/6/2024,8/10/2024
1484,137,In Transit,10/8/2024,12/21/2024
1485,1490,Delivered,11/30/2024,1/5/2025
1486,1489,Returned,11/30/2024,5/19/2024
1487,1120,Returned,4/5/2024,6/10/2024
1488,1270,Delayed,6/2/2024,11/9/2024
1489,1480,Delivered,12/29/2024,6/7/2024
1490,9,In Transit,10/17/2024,
1491,1584,Delivered,1/19/2025,7/24/2024
1492,623,Delayed,11/24/2024,1/12/2025
1493,1810,Returned,9/7/2024,3/13/2024
1494,198,Delayed,9/11/2024,2/18/2024
1495,771,Returned,3/22/2024,7/2/2024
1496,1062,Delayed,6/1/2024,12/16/2024
1497,887,Delayed,5/11/2024,1/21/2025
1498,1790,Delivered,6/23/2024,6/24/2024
1499,1359,Delivered,4/18/2024,10/23/2024
1500,1798,Returned,6/10/2024,7/22/2024
1501,1892,Returned,12/22/2024,7/12/2024
1502,1843,Delivered,5/30/2024,11/10/2024
1503,1852,Delayed,8/1/2024,4/8/2024
1504,510,Delayed,4/3/2024,3/29/2024
1505,783,In Transit,7/25/2024,11/1/2024
1506,1515,Returned,7/31/2024,1/5/2025
1507,1994,Delayed,10/30/2024,1/19/2025
1508,199,Delayed,12/18/2024,3/4/2024
1509,1657,Delivered,3/30/2024,7/6/2024
1510,979,Delayed,10/16/2024,5/13/2024
1511,630,Delivered,2/19/2024,10/2/2024
1512,1276,In Transit,8/18/2024,10/19/2024
1513,1606,Returned,12/30/2024,4/1/2024
1514,1468,In Transit,5/14/2024,1/30/2025
1515,1392,Delayed,6/15/2024,5/2/2024
1516,49,Returned,4/21/2024,7/19/2024
1517,558,In Transit,5/28/2024,4/2/2024
1518,306,In Transit,6/15/2024,9/15/2024
1519,174,Delivered,11/26/2024,9/13/2024
1520,1843,Delayed,1/15/2025,12/10/2024
1521,1776,Returned,3/16/2024,4/6/2024
1522,924,Returned,7/14/2024,5/29/2024
1523,1831,Returned,6/20/2024,11/14/2024
1524,1339,Delivered,7/18/2024,12/3/2024
1525,1349,Delayed,4/11/2024,9/12/2024
1526,527,In Transit,5/22/2024,1/14/2025
1527,1846,Delivered,11/23/2024,12/3/2024
1528,116,Returned,12/23/2024,
1529,586,Returned,7/10/2024,7/7/2024
1530,1891,In Transit,9/6/2024,1/18/2025
1531,805,Delivered,2/13/2024,7/11/2024
1532,1193,In Transit,2/24/2024,3/29/2024
1533,921,In Transit,4/5/2024,7/29/2024
1534,1229,Delivered,4/10/2024,8/6/2024
1535,959,Returned,1/15/2025,10/23/2024
1536,768,Returned,5/31/2024,11/22/2024
1537,1988,Returned,10/16/2024,7/9/2024
1538,1873,Returned,7/25/2024,
1539,507,Delivered,11/10/2024,8/19/2024
1540,1828,Returned,5/7/2024,8/1/2024
1541,445,Returned,5/30/2024,4/10/2024
1542,169,Delayed,5/28/2024,11/26/2024
1543,1511,Returned,8/28/2024,7/20/2024
1544,780,In Transit,10/9/2024,5/29/2024
1545,823,Delayed,6/19/2024,6/9/2024
1546,363,Delayed,11/28/2024,
1547,642,Delayed,5/2/2024,12/2/2024
1548,143,Delayed,3/21/2024,10/3/2024
1549,1434,In Transit,2/9/2025,3/9/2024
1550,1611,In Transit,5/13/2024,6/30/2024
1551,361,Delivered,4/22/2024,6/20/2024
1552,1253,In Transit,10/4/2024,10/1/2024
1553,1492,Returned,1/3/2025,
1554,1543,Delayed,10/7/2024,11/16/2024
1555,456,In Transit,11/8/2024,4/26/2024
1556,1954,Delayed,4/8/2024,11/14/2024
1557,770,Returned,7/16/2024,
1558,1642,Delayed,7/12/2024,3/6/2024
1559,1645,In Transit,1/18/2025,4/22/2024
1560,1569,Delayed,7/27/2024,1/9/2025
1561,947,Returned,8/17/2024,9/29/2024
1562,786,Delayed,6/12/2024,
1563,501,In Transit,4/13/2024,9/22/2024
1564,1194,Delayed,3/6/2024,10/4/2024
1565,1548,In Transit,5/11/2024,2/6/2025
1566,1227,Delivered,9/20/2024,2/16/2024
1567,1165,Delayed,11/16/2024,7/26/2024
1568,529,Returned,7/14/2024,5/30/2024
1569,6,Delivered,2/17/2024,7/18/2024
1570,1671,In Transit,10/8/2024,7/5/2024
1571,280,Delayed,10/19/2024,11/26/2024
1572,1476,In Transit,9/23/2024,9/23/2024
1573,1872,Delayed,1/14/2025,9/23/2024
1574,383,Returned,10/29/2024,7/20/2024
1575,964,In Transit,12/10/2024,
1576,1050,Returned,1/10/2025,11/27/2024
1577,1684,Delayed,12/30/2024,9/17/2024
1578,1417,Delayed,2/23/2024,6/24/2024
1579,510,Delayed,3/7/2024,9/20/2024
1580,687,Returned,4/19/2024,2/20/2024
1581,616,Delayed,5/3/2024,11/30/2024
1582,424,Delivered,8/8/2024,11/21/2024
1583,1962,Delayed,4/6/2024,1/18/2025
1584,105,Delivered,9/15/2024,7/13/2024
1585,1648,Returned,9/15/2024,11/17/2024
1586,1141,Delayed,11/10/2024,9/19/2024
1587,428,Delayed,10/13/2024,10/19/2024
1588,669,In Transit,11/29/2024,9/12/2024
1589,929,Delayed,12/6/2024,3/16/2024
1590,1769,Delayed,5/24/2024,11/12/2024
1591,156,In Transit,12/1/2024,12/2/2024
1592,1193,Delivered,5/22/2024,
1593,1321,Delayed,6/16/2024,10/20/2024
1594,1350,Delivered,11/8/2024,2/2/2025
1595,307,In Transit,11/26/2024,1/13/2025
1596,490,Delayed,1/10/2025,3/16/2024
1597,342,Delayed,2/27/2024,5/18/2024
1598,29,Delayed,7/30/2024,12/22/2024
1599,1462,Returned,12/28/2024,5/22/2024
1600,221,Delivered,1/27/2025,12/5/2024
1601,1469,Returned,6/2/2024,10/30/2024
1602,31,Delayed,3/24/2024,7/18/2024
1603,1136,Delayed,12/24/2024,12/13/2024
1604,1727,Delayed,8/24/2024,10/1/2024
1605,745,Delivered,1/5/2025,6/3/2024
1606,777,Returned,8/9/2024,12/7/2024
1607,1165,Delivered,2/29/2024,
1608,1806,Delayed,8/22/2024,8/22/2024
1609,1919,In Transit,11/23/2024,5/7/2024
1610,355,Delivered,1/2/2025,11/2/2024
1611,571,Delivered,9/5/2024,10/13/2024
1612,920,Delayed,7/20/2024,1/17/2025
1613,634,Delivered,9/20/2024,5/19/2024
1614,1314,Delivered,9/3/2024,7/19/2024
1615,1340,In Transit,6/5/2024,7/8/2024
1616,427,Delayed,6/13/2024,7/18/2024
1617,731,Returned,10/7/2024,3/12/2024
1618,15,Delayed,4/24/2024,2/11/2025
1619,1900,Delayed,6/14/2024,4/17/2024
1620,62,Returned,4/27/2024,
1621,334,Delayed,12/20/2024,6/27/2024
1622,949,Returned,6/12/2024,2/7/2025
1623,1609,Delivered,4/11/2024,2/2/2025
1624,860,Returned,1/21/2025,9/8/2024
1625,493,Returned,6/19/2024,6/30/2024
1626,1212,Delivered,6/15/2024,4/12/2024
1627,823,Delayed,3/11/2024,3/3/2024
1628,1180,Delivered,8/18/2024,7/4/2024
1629,1416,In Transit,3/27/2024,1/12/2025
1630,1007,In Transit,4/29/2024,2/3/2025
1631,68,Delayed,5/9/2024,2/7/2025
1632,105,In Transit,3/26/2024,10/15/2024
1633,389,Delayed,12/7/2024,3/6/2024
1634,1356,Delayed,3/13/2024,
1635,1772,Returned,5/7/2024,11/19/2024
1636,1037,Delayed,12/30/2024,1/30/2025
1637,206,In Transit,12/28/2024,12/2/2024
1638,670,Delivered,9/15/2024,
1639,1062,Delivered,3/4/2024,9/25/2024
1640,838,In Transit,6/28/2024,
1641,483,Returned,5/4/2024,7/13/2024
1642,1571,In Transit,5/11/2024,12/7/2024
1643,1424,Delivered,7/10/2024,8/17/2024
1644,1690,Delayed,9/8/2024,8/27/2024
1645,1912,In Transit,5/13/2024,
1646,1208,Delayed,11/8/2024,8/24/2024
1647,80,Delivered,5/24/2024,6/30/2024
1648,81,In Transit,9/15/2024,2/12/2024
1649,1660,In Transit,6/3/2024,7/23/2024
1650,729,Returned,1/9/2025,6/5/2024
1651,1417,In Transit,2/26/2024,7/19/2024
1652,567,Delayed,1/3/2025,11/7/2024
1653,1689,Delayed,10/12/2024,4/5/2024
1654,1317,Delivered,5/20/2024,
1655,379,In Transit,10/12/2024,
1656,820,Delivered,1/5/2025,
1657,1293,In Transit,7/30/2024,4/21/2024
1658,1719,Delayed,1/26/2025,2/4/2025
1659,124,Delivered,3/11/2024,1/20/2025
1660,1799,In Transit,1/8/2025,10/15/2024
1661,820,Delivered,10/24/2024,11/27/2024
1662,27,Returned,12/18/2024,8/15/2024
1663,420,Delivered,2/1/2025,8/29/2024
1664,709,Delivered,4/17/2024,12/20/2024
1665,851,Delivered,3/2/2024,11/2/2024
1666,936,Delivered,1/29/2025,8/27/2024
1667,1756,In Transit,5/30/2024,10/18/2024
1668,526,Returned,3/24/2024,1/26/2025
1669,820,In Transit,1/4/2025,12/22/2024
1670,1525,Delayed,8/11/2024,11/29/2024
1671,1357,In Transit,1/30/2025,3/11/2024
1672,852,Delivered,12/30/2024,3/20/2024
1673,47,Delayed,12/23/2024,2/3/2025
1674,651,Delayed,9/2/2024,
1675,1937,Delayed,7/5/2024,2/15/2024
1676,214,Delivered,2/7/2025,10/27/2024
1677,1569,Returned,10/11/2024,4/23/2024
1678,1463,In Transit,11/11/2024,7/6/2024
1679,1093,Returned,10/20/2024,2/9/2025
1680,1009,Returned,11/24/2024,10/17/2024
1681,756,Returned,9/27/2024,11/30/2024
1682,660,Returned,7/13/2024,
1683,1528,Returned,11/29/2024,12/22/2024
1684,963,Delayed,7/28/2024,9/9/2024
1685,573,In Transit,12/6/2024,4/3/2024
1686,79,Delayed,3/31/2024,3/17/2024
1687,1551,Returned,12/28/2024,10/30/2024
1688,779,In Transit,10/16/2024,1/20/2025
1689,383,Returned,12/17/2024,
1690,1519,Returned,4/1/2024,6/14/2024
1691,1556,Delivered,3/2/2024,2/21/2024
1692,854,Returned,11/8/2024,6/17/2024
1693,1621,Delayed,9/30/2024,6/12/2024
1694,90,Delivered,5/10/2024,1/18/2025
1695,1664,Delivered,5/5/2024,12/26/2024
1696,1382,Delivered,10/9/2024,3/8/2024
1697,210,In Transit,6/23/2024,9/27/2024
1698,144,Returned,6/20/2024,4/19/2024
1699,415,Returned,1/2/2025,
1700,943,Delayed,10/13/2024,5/1/2024
1701,1847,Delayed,11/11/2024,10/14/2024
1702,390,Returned,4/25/2024,2/19/2024
1703,645,Delayed,12/23/2024,
1704,836,In Transit,8/29/2024,6/12/2024
1705,1993,Returned,10/4/2024,7/12/2024
1706,1883,In Transit,1/29/2025,
1707,1272,Delayed,2/27/2024,12/12/2024
1708,830,Delivered,8/23/2024,2/4/2025
1709,1790,Delayed,12/12/2024,3/6/2024
1710,335,Returned,1/8/2025,2/16/2024
1711,1116,Returned,3/25/2024,
1712,1086,Delivered,12/20/2024,11/23/2024
1713,1470,Delivered,3/21/2024,8/15/2024
1714,408,In Transit,10/10/2024,3/24/2024
1715,1977,Delivered,3/15/2024,7/11/2024
1716,1626,In Transit,9/19/2024,6/3/2024
1717,853,Delivered,5/23/2024,4/23/2024
1718,123,Returned,4/30/2024,8/6/2024
1719,1082,Delivered,4/23/2024,7/29/2024
1720,1529,Returned,12/25/2024,1/21/2025
1721,1355,Returned,9/12/2024,
1722,1588,Returned,3/9/2024,
1723,19,Returned,3/13/2024,1/30/2025
1724,1380,Returned,1/22/2025,3/19/2024
1725,652,Delayed,2/1/2025,5/24/2024
1726,294,Delayed,6/23/2024,11/13/2024
1727,961,Returned,4/28/2024,
1728,723,Returned,9/16/2024,6/7/2024
1729,826,Returned,12/21/2024,6/26/2024
1730,401,Delivered,3/20/2024,
1731,1223,Delayed,4/1/2024,8/22/2024
1732,1759,Delayed,3/8/2024,11/3/2024
1733,1860,Delayed,8/3/2024,4/10/2024
1734,1711,Delayed,8/2/2024,9/12/2024
1735,965,Delayed,2/14/2024,9/13/2024
1736,1717,Returned,10/16/2024,3/16/2024
1737,1273,Delayed,4/6/2024,11/23/2024
1738,1002,In Transit,8/1/2024,3/4/2024
1739,1305,Delayed,1/9/2025,12/24/2024
1740,309,Returned,9/2/2024,12/27/2024
1741,1729,In Transit,3/7/2024,
1742,1929,Delayed,2/16/2024,6/6/2024
1743,277,Returned,12/19/2024,3/16/2024
1744,1100,Delivered,10/24/2024,5/5/2024
1745,283,Delayed,8/26/2024,10/25/2024
1746,1274,Returned,10/29/2024,4/16/2024
1747,457,Delivered,9/29/2024,2/9/2025
1748,198,In Transit,11/6/2024,5/14/2024
1749,1200,In Transit,4/14/2024,12/24/2024
1750,872,Delivered,8/22/2024,4/17/2024
1751,1066,Delivered,11/2/2024,12/29/2024
1752,1136,Delayed,9/2/2024,
1753,640,In Transit,6/10/2024,10/25/2024
1754,1923,Returned,10/19/2024,2/22/2024
1755,460,In Transit,7/28/2024,11/10/2024
1756,1534,In Transit,12/11/2024,2/29/2024
1757,1205,Delayed,11/13/2024,9/21/2024
1758,846,Returned,2/24/2024,2/27/2024
1759,630,In Transit,1/21/2025,
1760,419,Returned,5/3/2024,4/27/2024
1761,1504,Delivered,7/17/2024,2/29/2024
1762,1485,Returned,11/2/2024,5/2/2024
1763,48,Delayed,8/6/2024,12/5/2024
1764,1602,In Transit,2/29/2024,10/13/2024
1765,538,Delivered,9/30/2024,5/3/2024
1766,1275,In Transit,4/7/2024,
1767,119,Delivered,11/26/2024,7/22/2024
1768,393,In Transit,8/2/2024,6/22/2024
1769,274,Delivered,5/18/2024,4/7/2024
1770,1515,Delivered,12/18/2024,9/29/2024
1771,1384,In Transit,7/24/2024,
1772,1427,In Transit,10/26/2024,4/28/2024
1773,1391,Returned,12/8/2024,1/11/2025
1774,742,Delayed,7/1/2024,8/23/2024
1775,1544,Returned,1/15/2025,5/20/2024
1776,1815,Delayed,4/3/2024,12/9/2024
1777,1029,Delivered,4/20/2024,6/7/2024
1778,1327,Returned,7/26/2024,11/16/2024
1779,795,Delivered,2/15/2024,3/25/2024
1780,59,Delivered,10/2/2024,7/17/2024
1781,126,Delivered,11/24/2024,12/7/2024
1782,1333,Delayed,10/8/2024,4/6/2024
1783,1232,In Transit,11/28/2024,1/5/2025
1784,195,Delivered,4/7/2024,
1785,1956,In Transit,9/12/2024,4/29/2024
1786,631,In Transit,11/13/2024,
1787,809,Returned,10/29/2024,1/31/2025
1788,1281,In Transit,7/15/2024,5/25/2024
1789,1011,Delayed,3/16/2024,2/6/2025
1790,1230,Returned,1/26/2025,
1791,861,In Transit,1/22/2025,3/18/2024
1792,452,Delivered,8/10/2024,12/12/2024
1793,196,Delivered,2/9/2025,3/7/2024
1794,1132,Delivered,7/13/2024,5/27/2024
1795,314,Returned,9/15/2024,1/14/2025
1796,821,Returned,12/6/2024,10/19/2024
1797,1683,Delivered,3/8/2024,7/11/2024
1798,326,Returned,6/26/2024,3/24/2024
1799,395,Delayed,12/2/2024,9/19/2024
1800,1562,Returned,7/23/2024,4/23/2024
1801,1068,Delayed,5/2/2024,2/6/2025
1802,188,In Transit,3/9/2024,3/16/2024
1803,729,Delivered,7/28/2024,12/4/2024
1804,845,Delayed,10/8/2024,
1805,1410,Returned,6/11/2024,9/27/2024
1806,259,Delayed,12/21/2024,8/18/2024
1807,724,Returned,11/30/2024,3/9/2024
1808,1221,Delayed,7/7/2024,7/27/2024
1809,1055,Delivered,2/11/2025,8/4/2024
1810,1994,Returned,10/21/2024,
1811,1650,Delayed,2/7/2025,8/13/2024
1812,1531,Delayed,6/20/2024,3/18/2024
1813,1113,Returned,9/29/2024,3/28/2024
1814,1646,Delivered,6/16/2024,5/16/2024
